eventid,iyear,imonth,iday,extended,resolution,country_txt,provstate,city,specificity,vicinity,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1_txt,targtype2_txt,targsubtype2_txt,corp2,target2,natlty2_txt,targtype3_txt,targsubtype3_txt,corp3,target3,natlty3_txt,gname,gsubname,gname2,gsubname2,motive,guncertain1,guncertain2,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,compclaim,weaptype1_txt,weapsubtype1_txt,weaptype2_txt,weapsubtype2_txt,weaptype3_txt,weapsubtype3_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,ishostkid,nhostkid,nhostkidus,nhours,ndays,ransom,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
201307150032,2013,7,15,0,,United Kingdom,Northern Ireland,Belfast,1.0,0,"07/15/2013: Assailants threw a pipe bomb at police in Belfast city, Belfast district, Northern Ireland, United Kingdom. No one was injured in the blast. No group claimed responsibility for the incident; however, authorities attribute the attack to Irish Republican extremists who were protesting the government's recent decision to prohibit the holding of an Orange Order parade.",1,1,1,0,,,0.0,1,0,3,Bombing/Explosion,2.0,Armed Assault,,,3,Police,25.0,Police Security Forces/Officers,Police Service of Northern Ireland (PSNI),Officers,Northern Ireland,,,,,,,,,,,Dissident Republicans,,,,"The specific motive is unknown; however, sources note that the incident occurred as Northern Ireland loyalists were protesting the government’s recent decision to prohibit the holding of an Orange Order parade.",0.0,,0,-99.0,0.0,0,,,,,,,Explosives,Pipe Bomb,Incendiary,Molotov Cocktail/Petrol Bomb,,,A pipe bomb containing nails as well as petrol bombs were used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,"""Northern Ireland police survive republican pipe b ...,"" Focus Bulgaria, July 15, 2013.","""Fourth night of violence flares in Belfast as a pipe bomb and other explosives are thrown at police,"" Big News Network, July 16, 2013.","""Humphrey Condemns Nail Bomb Attack,"" Democratic Unionist Party, July 16, 2013.",START Primary Collection,0,0,1,1,
201307250065,2013,7,25,0,,United States,New Hampshire,Manchester,1.0,0,"07/25/2013: Assailants vandalized the Islamic Society of Great Manchester Mosque and attempted to set it on fire in Manchester, New Hampshire, United States. There were no reported casualties in the attack. Two assailants, identifed as anti-Muslim extremists, claimed responsibility for the incident.",1,1,1,0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,15,Religious Figures/Institutions,86.0,Place of Worship,Islamic Society of Great Manchester,Mosque,United States,,,,,,,,,,,Anti-Muslim extremists,,,,,0.0,,1,3.0,2.0,1,7.0,"Posted to website, blog, etc.",,,,,Incendiary,Arson/Fire,Other,,,,"Fire, rocks, and bricks were used in the attack.",0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,,,,,,,,,"""Two Children Accused Of Vandalizing Manchester, NH Mosque,"" WBZ-TV CBS Boston, September 18, 2013.","""Police say boys damaging mosque had possible 'bias-based motive',"" New Hampshire Union Leader, September 17, 2013.","""Police See Bias Motive for New Hampshire Mosque Vandalism,"" CAIR: Council on American-Islamic Relations, March 11, 2015.",START Primary Collection,-9,-9,0,-9,
201308080028,2013,8,8,0,,United Kingdom,Northern Ireland,Londonderry,1.0,0,"08/08/2013: Assailants threw a petrol bomb at a civilian home in Londonderry city, County Londonderry, Northern Ireland, United Kingdom. There were no reports of casualties or property damage in the attack. No group claimed responsibility for the incident.",1,1,1,0,,,0.0,0,0,2,Armed Assault,,,,,14,Private Citizens & Property,76.0,House/Apartment/Residence,Conway Park,Residence,Northern Ireland,,,,,,,,,,,Unknown,,,,,0.0,,0,3.0,0.0,0,,,,,,,Incendiary,Molotov Cocktail/Petrol Bomb,,,,,A petrol bomb was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,"""Police hunt petrol bomb attackers,"" BBC, August 8, 2013.","""Petrol bomb attack 'a hate crime',"" UTV, August 8, 2013.","""Petrol Bomb Attack Targets House,"" Cool FM 97.4, August 8, 2013.",START Primary Collection,-9,-9,1,1,
201308080043,2013,8,8,0,,United States,Oregon,Portland,1.0,0,"08/08/2013: Assailants set fire to an apartment building in Portland, Oregon, United States. There were no reported casualties. Students For Insurrection claimed responsibility for the incident.",1,1,1,0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,14,Private Citizens & Property,76.0,House/Apartment/Residence,Not Applicable,Apartment Complex,United States,,,,,,,,,,,Students For Insurrection,,,,,0.0,,0,-99.0,0.0,1,10.0,Unknown,,,,,Incendiary,Arson/Fire,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,,,,,,,,,"""Arson blamed for massive 5-alarm fire that destroyed apartment complex,"" KPTV.com, August 13, 2013.","""OF THOSE WITH FIRE IN THEIR HEARTS: ON THE RECENT BURNINGS & CAPITALIST DEVELOPMENT,"" storming heaven: Seattle anarchist periodical, August 31, 2013.",,START Primary Collection,0,0,0,0,
201308090006,2013,8,9,0,,United Kingdom,Northern Ireland,Lisburn,1.0,0,"08/09/2013: An explosive device was discovered and defused at the Lady Wallace Crescent in Lisburn city, Lisburn district, Northern Ireland, United Kingdom. No group claimed responsibility for the incident.",1,1,1,0,,,0.0,0,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,76.0,House/Apartment/Residence,Not Applicable,Lady Wallace Crescent,Northern Ireland,,,,,,,,,,,Unknown,,,,,0.0,,0,-99.0,0.0,0,,,,,,,Explosives,Pipe Bomb,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,"""Pipe bomb made safe by Army in city,"" BBC, August 9, 2013.",,,START Primary Collection,-9,-9,1,1,
201308090010,2013,8,9,0,,United Kingdom,Northern Ireland,Belfast,1.0,0,"08/09/2013: Assailants attacked police as they were providing security for a pro-Irish republican parade in Belfast city, Belfast district, Northern Ireland, United Kingdom. At least 56 officers were wounded in the attack. No group claimed responsibility for the incident; however, authorities attributed the attack to Protestant extremists.",1,1,1,0,,,0.0,1,0,2,Armed Assault,,,,,3,Police,25.0,Police Security Forces/Officers,Police Service of Northern Ireland (PSNI),Riot Police: Officers,Northern Ireland,,,,,,,,,,,Protestant extremists,,,,,0.0,,0,-99.0,0.0,0,,,,,,,Melee,Knife or Other Sharp Object,Melee,Blunt Object,,,Bricks and other blunt objects as well as a sword were used in the attack.,0.0,0.0,0.0,56.0,0.0,,1,0.0,,,,,,,,,,"""Northern Ireland Police Vow to Pursue Militants,"" AllVoices, August 10, 2013.","""Police hurt in Northern Ireland sectarian violence,"" Yahoo! News, August 9, 2013.",,START Primary Collection,-9,-9,1,1,
201308100044,2013,8,10,0,,United Kingdom,Northern Ireland,Newry,1.0,0,"08/10/2013: Assailants attacked the Robert L. Mitchell Hall in Newry town, Newry and Mourne district, Northern Ireland, United Kingdom. After vandalizing the building with paint, the assailants attempt to set fire to the hall by lighting newspapers on the building's roof. There were no reports of injuries in the attack; however, the hall suffered minor damage from the fire. No group claimed responsibility for the incident, which authorities described as a sectarian attack.",1,1,1,0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,14,Private Citizens & Property,82.0,Labor Union Related,Loyal Orange Institution,Robert L. Mitchell Memorial Hall,Northern Ireland,,,,,,,,,,,Unknown,,,,"The specific motive is unknown; however, local officials speculated that the attack was sectarian in nature between Northern Ireland's Protestant and Catholic communities.",0.0,,0,-99.0,0.0,0,,,,,,,Incendiary,Arson/Fire,Other,,,,Lit newspapers and paint were used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,,,,,,,,,"""Orange hall damaged in city attack,"" BBC, August 11, 2013.","""Orangeman's Home Attacked In Coleraine,"" 4NI, August 12, 2013.","""Orange Hall Attacked,"" Newry Democrat, August 13, 2013.",START Primary Collection,-9,-9,1,1,
201308120003,2013,8,12,0,,United Kingdom,Northern Ireland,Belfast,1.0,0,"08/12/2013: Assailants threw two pipe bombs at the Woodbourne Police Station in Belfast, Northern Ireland, United Kingdom. One of the pipe bombs detonated while the other device was picked up by children and turned into police, who defused it. There were no reported casualties in the attack. No group claimed responsibility; however, sources attributed the incident to Oglaigh na hEireann.",1,1,1,0,,,0.0,1,0,3,Bombing/Explosion,,,,,3,Police,22.0,"Police Building (headquarters, station, school)",Woodbourne Police,Police Station,Northern Ireland,,,,,,,,,,,Oglaigh na hEireann,,,,,0.0,,0,-99.0,0.0,0,,,,,,,Explosives,Pipe Bomb,,,,,Two pipe bombs were used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,"""Children 'picked up' bomb in city,"" BBC, August 13, 2013.","""Children pick up unexploded pipe bomb in Belfast,"" ITV.com, August 13, 2013.","""Children lift bomb meant for police,"" UTV, August 13, 2013.",START Primary Collection,0,0,1,1,
201308150005,2013,8,15,0,,United Kingdom,Northern Ireland,Belfast,1.0,0,"08/15/2013: A pipe bomb detonated at a residence in Carlisle Square, New Lodge area, Belfast city, Belfast district, Northern Ireland, United Kingdom. There were no reported casualties; however, the front door of the targeted residence was damaged in the blast. No group claimed responsibility for the incident.",1,1,1,0,,,0.0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,76.0,House/Apartment/Residence,Not Applicable,Residence,Northern Ireland,,,,,,,,,,,Unknown,,,,,0.0,,0,-99.0,0.0,0,,,,,,,Explosives,Pipe Bomb,,,,,A thrown pipe bomb was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,,,,,,,,,"""Residents escape injury in attack,"" BBC, August 16, 2013.","""Belfast house damaged in pipe bomb blast,"" Irish Examiner, August 16, 2013.","""Pipe bomb damages north Belfast house,"" Irish Times, August 16, 2013.",START Primary Collection,-9,-9,1,1,
201308160027,2013,8,16,0,,United Kingdom,Northern Ireland,Ballymena,1.0,0,"08/16/2013: An explosive device was found and defused in the parking lot outside the Ballymena Showgrounds in Ballymena town, Ballymena district, Northern Ireland, United Kingdom. No casualties were reported and no group claimed responsibility for the incident.",1,1,1,0,,,0.0,0,0,3,Bombing/Explosion,,,,,1,Business,11.0,Entertainment/Cultural/Stadium/Casino,Ballymena Showgrounds,Showgrounds,Northern Ireland,,,,,,,,,,,Unknown,,,,,0.0,,0,-99.0,0.0,0,,,,,,,Explosives,Pipe Bomb,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,"""Bomb found at Ballymena showgrounds,"" Irish Times, August 17, 2013.","""Pipe bomb found in Ballymena stadium,"" UTV, August 17, 2013.",,START Primary Collection,-9,-9,1,1,
201308180028,2013,8,18,0,,United Kingdom,Northern Ireland,Belfast,1.0,0,"08/18/2013: Assailants threw a piece of pavement through the window of a house in Belfast city, Belfast district, Northern Ireland, United Kingdom. No injuries were reported. No group claimed responsibility for the incident; however, police officials speculated that the attack was sectarian in nature.",1,1,1,0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,14,Private Citizens & Property,76.0,House/Apartment/Residence,Not Applicable,Residence,Northern Ireland,,,,,,,,,,,Unknown,,,,"The specific motive is unknown; however, sources speculated that the attack was part of a larger trend of sectarian violence.",0.0,,0,-99.0,0.0,0,,,,,,,Other,,,,,,A broken piece of a paving stone was thrown in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,,,,,,,,The house had previously been targeted in an attack in June. That attack is identified as 201306190036.,"""'Sectarian' attack on Belfast house,"" UTV, August 18, 2013.",,,START Primary Collection,-9,-9,1,1,
201308220053,2013,8,22,0,,United States,Oregon,Coos Bay,1.0,0,"08/22/2013: An explosive device placed near the Mingus Park Vietnam War Memorial detonated in Coos Bay, Oregon, United States. No one was injured in the blast and it is unknown if the memorial was damaged. Veterans for Non-Religious Memorials claimed responsibility for the incident. The group stated that they were against the existence of religious memorials and felt that they were offensive toward non-Christian families.",1,1,1,0,,,0.0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,80.0,Memorial/Cemetery/Monument,Mingus Park,Vietnam War Memorial Cross,United States,,,,,,,,,,,Veterans United for Non-Religious Memorials,,,,,0.0,,0,1.0,0.0,1,1.0,Letter,,,,,Explosives,Unknown Explosive Type,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,,,,,,,,,"""Investigation Continues on Coos Bay IEDs,"" KDRV.com, September 20, 2013.","""Explosion at Mingus Park memorial prompts investigation,"" Coos Bay World, August 23, 2013.","""Letter claims responsibility for bombings, threatens further violence,"" TheWorldlink.com, September 11, 2013.",START Primary Collection,0,0,0,0,
201308230030,2013,8,23,0,,United Kingdom,Northern Ireland,Rasharkin,1.0,0,"08/23/2013: A pipe bomb was safely defused in Rasharkin village, Ballymoney district, Northern Ireland, United Kingdom. No group claimed responsibility for the incident.",1,1,1,0,,,0.0,0,0,3,Bombing/Explosion,,,,,20,Unknown,,,Unknown,Unknown,Northern Ireland,,,,,,,,,,,Unknown,,,,,0.0,,0,-99.0,0.0,0,,,,,,,Explosives,Pipe Bomb,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,"""'Pipe bomb' found in Rasharkin,"" UTV, August 23, 2013.",,,START Primary Collection,-9,-9,1,1,
201308260007,2013,8,26,0,,United Kingdom,England,Harlow,1.0,0,"08/26/2013: Three assailants attempted to set fire to the Harlow Islamic Center on Paringdon Road in Harlow town, England, United Kingdom. There were no reported casualties; however, the targeted center sustained minor damage in the attack. No group claimed responsibility for the incident.",1,1,1,0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,15,Religious Figures/Institutions,86.0,Place of Worship,Harlow Islamic Center,Mosque,Great Britain,,,,,,,,,,,Anti-Muslim extremists,,,,"The specific motive is unknown; however, sources label this incident as being a targeted anti-Muslim attack. It is also important to note that several mosques have been attacked following the attack on British soldier Lee Rigby on May 22, 2013.",0.0,,0,3.0,0.0,0,,,,,,,Incendiary,Arson/Fire,,,,,Industrial foam used for insulation was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,,,,,,,,,"""CCTV of Islamic centre arson issued,"" BBC, August 28, 2013.","""Islamic centre arson attack probed,"" BBC, August 26, 2013.","""CCTV footage of suspects in arson attack on Harlow mosque released by police,"" Scottish Daily Express, August 29, 2013.",START Primary Collection,-9,-9,1,1,
201308270011,2013,8,27,0,,United Kingdom,Northern Ireland,Cullyhanna,1.0,0,"08/27/2013: Two explosives were discovered in Cullyhanna village, Armagh district, Northern Ireland, United Kingdom. The devices were safely detonated on August 28, 2013. Oglaigh na hEireann claimed responsibility for the incident, stating that the attack was aborted when their primary target failed to appear in the area.",1,1,1,0,,,0.0,0,0,3,Bombing/Explosion,,,,,20,Unknown,,,Unknown,Unknown,Northern Ireland,,,,,,,,,,,Oglaigh na hEireann,,,,,0.0,,0,-99.0,0.0,1,10.0,Unknown,,,,,Explosives,"Projectile (rockets, mortars, RPGs, etc.)",,,,,Two mortar launchers with tubes made from 8-10 foot drainage pipes were used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,The Crossmaglen Examiner suggest this may have been a some Surface-to-Air Missile launcher made from components from Hezbollah. Unknown source validity score.,"""Security alert over after three days,"" BBC, August 29, 2013.","""Further disruption after mortar find,"" BBC, August 28, 2013.","""Abandoned bombs represent 'unfinished business' – ONH claim responsibility,"" Crossmaglen Examiner, September 2, 2013.",START Primary Collection,0,0,1,1,
201309030050,2013,9,3,0,,United States,Oregon,Coos Bay,1.0,0,"09/03/2013: An explosive device was discovered and defused at The Prayer Chapel in Coos Bay, Oregon, United States. Veterans United for Non-Religious Memorials claimed responsibility for the incident",1,1,1,0,,,0.0,0,0,3,Bombing/Explosion,,,,,15,Religious Figures/Institutions,86.0,Place of Worship,The Prayer Chapel,Chapel,United States,,,,,,,,,,,Veterans United for Non-Religious Memorials,,,,,0.0,,0,-99.0,0.0,1,1.0,Letter,,,,,Explosives,Unknown Explosive Type,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,"""Investigation Continues on Coos Bay IEDs,"" KDRV.com, September 20, 2013.","""Explosion at Mingus Park memorial prompts investigation,"" Coos Bay World, August 23, 2013.","""Letter claims responsibility for bombings, threatens further violence,"" TheWorldlink.com, September 11, 2013.",START Primary Collection,0,0,0,0,
201309040021,2013,9,4,0,,United Kingdom,Northern Ireland,Carrickfergus,1.0,0,"09/04/2013: A pipe bomb was discovered and defused in Carrickfergus town, Carrickfergus district, Northern Ireland, United Kingdom. No group claimed responsibility for the incident.",1,1,1,0,,,0.0,0,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,76.0,House/Apartment/Residence,Not Applicable,Residence,Northern Ireland,,,,,,,,,,,Unknown,,,,,0.0,,0,-99.0,0.0,0,,,,,,,Explosives,Pipe Bomb,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,"""Pipe bomb found in Carrickfergus,"" BBC, September 4, 2013.","""Pipe bomb causes Carrick security alert,"" UTV, September 4, 2013.",,START Primary Collection,-9,-9,1,1,
201309100019,2013,9,10,0,,United Kingdom,Northern Ireland,Belfast,1.0,0,"09/10/2013: An explosive device was discovered and defused on Malone Road in Belfast city, Belfast district, Northern Ireland, United Kingdom. No group claimed responsibility for the incident.",1,1,1,0,,,0.0,0,0,3,Bombing/Explosion,,,,,20,Unknown,,,Unknown,Unknown,Northern Ireland,,,,,,,,,,,Unknown,,,,,0.0,,0,-99.0,0.0,0,,,,,,,Explosives,Pipe Bomb,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,"""Viable pipe bomb at Belfast TA base,"" UTV, September 10, 2013.","""Army tackles Belfast pipe bomb,"" Farming Life, September 10, 2013.","""Lo condemns those behind South Belfast pipe bomb,"" Alliance Party of Northern Ireland, September 10, 2013.",START Primary Collection,-9,-9,1,1,
201309150040,2013,9,15,0,,United Kingdom,Northern Ireland,Newtownabbey,1.0,0,"09/15/2013: Assailants attacked the St. Mary's Star of the Sea Church in Newtonabbey, Northern Ireland, United Kingdom. The assailants used both a petrol bomb and a paint bomb. While the church was damaged, no casualties were reported. No group claimed responsibility for the incident; however, sources attributed it to loyalists.",1,1,1,0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,15,Religious Figures/Institutions,86.0,Place of Worship,St. Mary's Star of the Sea Church,Church,Northern Ireland,,,,,,,,,,,Loyalists,,,,,0.0,,0,-99.0,0.0,0,,,,,,,Incendiary,Molotov Cocktail/Petrol Bomb,Other,,,,Paint and a petrol bomb were used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,,,,,,,,,"""Catholic church damaged in attack,"" BBC, September 15, 2013.","""Fresh Anti-Catholic violence in Belfast,"" Scottish Catholic Observer, September 16, 2013.",,START Primary Collection,0,0,1,1,
201309280060,2013,9,28,0,,United Kingdom,Northern Ireland,Ballymena,1.0,0,"09/28/2013: Assailants tossed a petrol bomb at a private residence in Ballymena city, Ballymena district, Northern Ireland, United Kingdom. There were no reported casualties or damage in the assault. No group claimed responsibility for the incident.",1,1,1,0,,,0.0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,76.0,House/Apartment/Residence,Not Applicable,Residence,Northern Ireland,,,,,,,,,,,Unknown,,,,,0.0,,0,-99.0,0.0,0,,,,,,,Incendiary,Molotov Cocktail/Petrol Bomb,,,,,A petrol bomb was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,-9,0.0,,,,,,,,,,"""Appeal after Petrol bomb attack,"" UTV, September 28, 2013.",,,START Primary Collection,-9,-9,1,1,
201310030048,2013,10,3,0,,United States,Missouri,Joplin,1.0,0,"10/03/2013: An assailant attempted to set fire to a Planned Parenthood Federation of America clinic in Joplin, Missouri, United States. There were no reported casualties in the attack. An individual, identified as Jedediah Stout, claimed responsibility for the incident.",1,1,1,0,,,0.0,0,0,7,Facility/Infrastructure Attack,,,,,5,Abortion Related,40.0,Clinics,Planned Parenthood Federation of America,Clinic,United States,,,,,,,,,,,Anti-Abortion extremists,,,,"Jedediah Stout, an unaffiliated individual, claimed responsibility for the incident and stated that he targeted the clinic because he was opposed to abortion.",0.0,,1,1.0,1.0,1,8.0,Personal claim,,,,,Incendiary,Arson/Fire,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,"""Man confesses to Missouri mosque and clinic fires, prosecutors say,"" Reuters News, October 22, 2013.","""Iraq veteran accused of arson in fires at mosque, Planned Parenthood,"" Los Angeles Times, October 22, 2013.","""Man pleads guilty to 2012 arson that destroyed Joplin, Mo., mosque,"" The Kansas City Star, April 18, 2016.",START Primary Collection,-9,-9,0,-9,
201310040044,2013,10,4,0,,United States,Missouri,Joplin,1.0,0,"10/04/2013: An assailant attempted to set fire to a Planned Parenthood Federation of America clinic in Joplin, Missouri, United States. There were no reported casualties in the attack. An individual, identified as Jedediah Stout, claimed responsibility for the incident.",1,1,1,0,,,0.0,0,0,7,Facility/Infrastructure Attack,,,,,5,Abortion Related,40.0,Clinics,Planned Parenthood Federation of America,Clinic,United States,,,,,,,,,,,Anti-Abortion extremists,,,,"Jedediah Stout, an unaffiliated individual, claimed responsibility for the incident and stated that he targeted the clinic because he was opposed to abortion.",0.0,,1,1.0,1.0,1,8.0,Personal claim,,,,,Incendiary,Arson/Fire,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,"""Man confesses to Missouri mosque and clinic fires, prosecutors say,"" Reuters News, October 22, 2013.","""Iraq veteran accused of arson in fires at mosque, Planned Parenthood,"" Los Angeles Times, October 22, 2013.","""Man pleads guilty to 2012 arson that destroyed Joplin, Mo., mosque,"" The Kansas City Star, April 18, 2016.",START Primary Collection,-9,-9,0,-9,
201310100018,2013,10,10,0,,United Kingdom,Northern Ireland,Londonderry,1.0,0,"10/10/2013: Authorities discovered and defused a primed mortar near the Strand Road police station in the Lawrence Hill area of Londonderry city, Londonderry district, Northern Ireland, United Kingdom. No casualties were reported. No group claimed responsibility for the incident.",1,1,1,0,,,0.0,0,0,3,Bombing/Explosion,,,,,3,Police,22.0,"Police Building (headquarters, station, school)",Police Service of Northern Ireland (PSNI),Strand Road Police Station,Northern Ireland,Private Citizens & Property,House/Apartment/Residence,Not Applicable,Residential Area,Northern Ireland,,,,,,Unknown,,,,,0.0,,0,-99.0,0.0,0,,,,,,,Explosives,"Projectile (rockets, mortars, RPGs, etc.)",,,,,A mortar was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,"""Mortar endangers hundreds of lives,"" The Irish News, October 15, 2013.","""Mortar bomb defused following Derry murder,"" Irish Times, October 12, 2013.","""1,000 forced from homes as Northern Ireland police search for bomb,"" UPI, October 11, 2013.",START Primary Collection,-9,-9,1,1,
201310180012,2013,10,18,0,,United Kingdom,Northern Ireland,Belfast,1.0,0,"10/18/2013: A pipe bomb was discovered and defused in Belfast city, Belfast district, Northern Ireland, United Kingdom. No group claimed responsibility for the incident.",1,1,1,0,,,0.0,0,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,76.0,House/Apartment/Residence,Not Applicable,Residential Area,Northern Ireland,,,,,,,,,,,Unknown,,,,,0.0,,0,-99.0,0.0,0,,,,,,,Explosives,Pipe Bomb,,,,,A pipe bomb placed under a car was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,"""Bomb is found during security alert,"" BBC, October 19, 2013.","""Viable devices in Belfast and Armagh,"" UTV, October 19, 2013.","""Pipe bomb is found during west Belfast security alert,"" London Wired, October 19, 2013.",START Primary Collection,-9,-9,1,1,
201310180015,2013,10,18,0,,United Kingdom,Northern Ireland,Lurgan,1.0,0,"10/18/2013: An explosive device was discovered near the Ceara School in Lurgan town, Armagh district, Northern Ireland, United Kingdom. The bomb squad safely removed the device without incident. No group claimed responsibility for the attempted attack; however, police authorities attributed the incident to dissident republicans.",1,1,1,0,,,0.0,0,0,3,Bombing/Explosion,,,,,8,Educational Institution,49.0,School/University/Educational Building,Ceara School,School Building,Northern Ireland,,,,,,,,,,,Dissident Republicans,,,,,0.0,,0,-99.0,0.0,0,,,,,,,Explosives,Unknown Explosive Type,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,"""O'Dowd condemns attempted bomb attack near special needs school in Co Armagh,"" Inside Ireland, October 19, 2013.","""Device ?designed to kill? found during search of Lurgan street,"" TheJournal.ie, October 18, 2013.","""O'Dowd condemns attempted bomb attack at special needs school,"" Noodls, October 21, 2013.",START Primary Collection,0,0,1,1,
201310180019,2013,10,18,0,,United Kingdom,Northern Ireland,Belfast,1.0,0,"10/18/2013: Assailants firebombed B&M Bargains discount store in Belfast city, Belfast district, Northern Ireland, United Kingdom. There were no reported casualties resulting from the attack; however, the store was destroyed. Oglaigh na hEireann claimed responsibility for the incident, stating that the store was exploiting staff members.",1,1,1,0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,7.0,Retail/Grocery/Bakery,B&M Bargains,Store,Northern Ireland,,,,,,,,,,,Oglaigh na hEireann,,,,"Oglaigh na hEireann claimed responsibility for the attack on the discount store, stating that the store was exploiting staff members.",0.0,,0,-99.0,0.0,1,10.0,Unknown,,,,,Incendiary,Molotov Cocktail/Petrol Bomb,,,,,A firebomb was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,,,,,,,,,"""Northern Ireland: Dissident Republican Group Claims Responsibility for 'Firebombing' Shop,"" The Irish News Online, October 22, 2013.",,,START Primary Collection,0,0,1,1,
201310190009,2013,10,19,0,,United Kingdom,Northern Ireland,Armagh,1.0,0,"10/19/2013: A pipe bomb was discovered and defused in Armagh city, Armagh district, Northern Ireland, United Kingdom. No group claimed responsibility for the incident.",1,1,1,0,,,0.0,0,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,76.0,House/Apartment/Residence,Not Applicable,Residential Area,Northern Ireland,,,,,,,,,,,Unknown,,,,,0.0,,0,-99.0,0.0,0,,,,,,,Explosives,Pipe Bomb,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,"""Warning after pipe bomb defused,"" Farming Life, October 19, 2013.","""Viable devices in Belfast and Armagh,"" UTV, October 19, 2013.","""Second security alert in Armagh as pipe bomb found,"" Big News Network, October 19, 2013.",START Primary Collection,-9,-9,1,1,
201310220027,2013,10,22,0,,United Kingdom,Northern Ireland,Antrim,1.0,0,"10/22/2013: A petrol bomb and a brick were thrown at a property in Antrim city, county Atrim, Northern Ireland, United Kingdom. No one was injured in the attack; however, the back door of the property was damaged and the brick broke a window. No group claimed responsibility for the incident.",1,1,1,0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,14,Private Citizens & Property,76.0,House/Apartment/Residence,Not Applicable,Property,Northern Ireland,,,,,,,,,,,Unknown,,,,,0.0,,0,-99.0,0.0,0,,,,,,,Incendiary,Molotov Cocktail/Petrol Bomb,Other,,,,A petrol bomb and a brick were used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,,,,,,,,,"""Petrol bomb attack: Residents shaken,"" BBC, October 22, 2013.",,,START Primary Collection,-9,-9,1,1,
